Order_ID,Order_Date,Customer_ID,Age,Gender,State,Region,Category,Product_Name,Quantity,Unit_Price,Discount_%,Sales,Profit,Payment_Method
ORD01099,2024-10-04,CUST1238,31.0,Female,Punjab,North,Furniture,Chair,4,499,10,1796.4,12.85,Card
ORD01100,2025-04-02,CUST1449,43.0,Male,Tamil Nadu,South,Electronics,Phone,1,2499,5,2374.05,197.39,UPI
ORD01101,2025-05-15,CUST1758,56.0,Female,Maharashtra,West,Electronics,Laptop,2,499,5,948.1,-7.47,Cash
ORD01102,2025-04-12,CUST1016,18.0,Female,Maharashtra,West,Electronics,Laptop,6,2499,10,13494.6,1728.08,Net Banking
ORD01103,2025-10-29,CUST1307,32.0,Male,Maharashtra,West,Furniture,Desk,5,199,15,845.75,237.72,Net Banking
ORD01104,2024-06-30,CUST1578,18.0,Male,Maharashtra,West,Furniture,Sofa,6,199,5,1134.3,279.71,UPI
ORD01105,2025-02-28,CUST1843,28.0,Female,Tamil Nadu,South,Electronics,Laptop,4,14999,10,53996.4,4324.92,UPI
ORD01106,2024-01-31,CUST1509,31.0,Female,Karnataka,South,Office Supplies,Printer Paper,3,999,0,2997.0,675.21,Net Banking
ORD01107,2025-04-26,CUST1035,65.0,Male,Odisha,East,Office Supplies,Pen,1,199,10,179.1,-7.17,Net Banking
ORD01108,2024-08-16,CUST1094,44.0,Male,Punjab,North,Office Supplies,Printer Paper,3,499,0,1497.0,-67.02,Card
ORD01109,2024-01-01,CUST1318,48.0,Female,Gujarat,West,Furniture,Sofa,8,499,20,3193.6,745.06,Cash
ORD01110,2025-08-07,CUST1200,26.0,Male,Tamil Nadu,South,Office Supplies,Printer Paper,6,7999,0,47994.0,5626.17,UPI
ORD01111,2025-09-21,CUST1107,33.0,Male,Karnataka,South,Office Supplies,Notebook,2,14999,15,25498.3,1244.44,Cash
ORD01112,2025-08-14,CUST1904,35.0,Male,Tamil Nadu,South,Furniture,Sofa,8,14999,20,95993.6,12668.36,Cash
ORD01113,2024-07-21,CUST1186,18.0,Male,Gujarat,West,Office Supplies,Notebook,1,14999,15,12749.15,2182.12,Card
ORD01114,2024-12-18,CUST1192,58.0,Female,Karnataka,South,Furniture,Desk,1,7999,15,6799.15,811.45,Net Banking
ORD01115,2025-06-10,CUST1946,39.0,Female,Tamil Nadu,South,Office Supplies,Pen,8,199,10,1432.8,257.06,UPI
ORD01116,2024-12-16,CUST1781,51.0,Female,Odisha,East,Furniture,Sofa,8,14999,0,119992.0,22055.06,Card
ORD01117,2024-04-23,CUST1123,53.0,Female,Odisha,East,Office Supplies,Notebook,3,199,5,567.15,165.2,UPI
ORD01118,2025-06-07,CUST1199,27.0,Male,Odisha,East,Furniture,Desk,2,7999,5,15198.1,1354.84,Card
ORD01119,2025-06-29,CUST1371,52.0,Male,Tamil Nadu,South,Office Supplies,Printer Paper,3,7999,20,19197.6,2567.98,UPI
ORD01120,2024-06-04,CUST1553,57.0,Female,West Bengal,East,Electronics,Headphones,3,14999,20,35997.6,1050.77,UPI
ORD01121,2025-04-24,CUST1329,26.0,Female,West Bengal,East,Furniture,Desk,7,7999,15,,12508.22,Card
ORD01122,2024-03-09,CUST1060,44.0,Male,Punjab,North,Office Supplies,Printer Paper,5,499,20,1996.0,315.16,UPI
ORD01123,2024-07-17,CUST1254,40.0,Male,Maharashtra,West,Electronics,Phone,3,14999,15,38247.45,3321.79,UPI
ORD01124,2024-10-09,CUST1778,38.0,Male,West Bengal,East,Furniture,Chair,3,499,15,1272.45,-0.2,Card
ORD01125,2024-05-07,CUST1554,65.0,Female,West Bengal,East,Office Supplies,Printer Paper,8,499,15,3393.2,185.23,UPI
ORD01126,2025-03-12,CUST1599,28.0,Female,Punjab,North,Furniture,Chair,7,999,0,6993.0,1184.72,Cash
ORD01127,2025-03-18,CUST1431,21.0,Male,Karnataka,South,Electronics,Headphones,6,499,15,2544.9,618.02,Cash
ORD01128,2024-03-26,CUST1013,24.0,Female,Odisha,East,Office Supplies,Printer Paper,6,2499,10,13494.6,3968.5,UPI
ORD01129,2025-08-02,CUST1384,56.0,Female,Maharashtra,West,Office Supplies,Pen,5,199,15,845.75,123.68,Card
ORD01130,2025-12-27,CUST1925,56.0,Female,Delhi,North,Office Supplies,Notebook,2,499,10,898.2,137.46,Net Banking
ORD01131,2025-02-12,CUST1832,58.0,Female,Punjab,North,Office Supplies,Pen,8,7999,20,51193.6,-1891.77,Card
ORD01132,2024-01-30,CUST1746,47.0,Female,Karnataka,South,Electronics,Headphones,6,199,10,1074.6,292.54,Cash
ORD01133,2025-10-12,CUST1269,28.0,Male,Odisha,East,Electronics,Phone,8,199,10,1432.8,158.14,Cash
ORD01134,2024-08-21,CUST1324,37.0,Male,Gujarat,West,Electronics,Phone,2,999,10,1798.2,298.04,Card
ORD01135,2025-12-25,CUST1497,40.0,Female,Gujarat,West,Office Supplies,Pen,3,2499,5,7122.15,303.68,Net Banking
ORD01136,2025-06-02,CUST1717,59.0,Female,West Bengal,East,Electronics,Phone,1,199,5,189.05,29.05,UPI
ORD01137,2025-11-10,CUST1414,34.0,Male,Maharashtra,West,Electronics,Laptop,2,14999,20,23998.4,6483.03,Cash
ORD01138,2024-03-25,CUST1331,32.0,Female,Odisha,East,Electronics,Phone,2,14999,10,26998.2,4446.52,Card
ORD01139,2024-08-12,CUST1251,32.0,Female,Karnataka,South,Office Supplies,Pen,1,2499,5,2374.05,573.66,UPI
ORD01140,2025-02-28,CUST1569,53.0,Male,Karnataka,South,Furniture,Chair,1,7999,15,6799.15,1654.07,Net Banking
ORD01141,2025-01-07,CUST1822,34.0,Female,Tamil Nadu,South,Office Supplies,Printer Paper,7,14999,10,94493.7,18649.38,Cash
ORD01142,2025-12-20,CUST1252,52.0,Male,West Bengal,East,Furniture,Sofa,6,199,5,1134.3,70.99,Card
ORD01143,2025-10-22,CUST1999,53.0,Male,Gujarat,West,Electronics,Headphones,4,14999,10,53996.4,10861.25,Net Banking
ORD01144,2024-06-24,CUST1022,53.0,Female,West Bengal,East,Furniture,Sofa,8,2499,20,15993.6,1641.97,Card
ORD01145,2024-10-09,CUST1583,34.0,Male,Odisha,East,Office Supplies,Notebook,2,14999,10,26998.2,-731.8,Net Banking
ORD01146,2024-11-07,CUST1338,32.0,Female,Maharashtra,West,Furniture,Chair,8,999,20,6393.6,1240.5,UPI
ORD01147,2024-03-13,CUST1628,22.0,Female,West Bengal,East,Office Supplies,Notebook,6,7999,0,47994.0,10612.3,UPI
ORD01148,2024-12-05,CUST1091,24.0,Female,Karnataka,South,Office Supplies,Notebook,3,199,15,507.45,104.04,Net Banking
ORD01149,2024-12-29,CUST1181,63.0,Female,Gujarat,West,Office Supplies,Pen,3,999,5,2847.15,-46.83,Cash
ORD01150,2025-10-24,CUST1648,23.0,Female,Maharashtra,West,Electronics,Phone,7,499,5,3318.35,241.97,Net Banking
ORD01151,2024-04-07,CUST1172,18.0,Male,Punjab,North,Electronics,Headphones,1,7999,0,7999.0,1511.4,Card
ORD01152,2025-09-27,CUST1510,29.0,Male,Odisha,East,Furniture,Chair,6,199,5,1134.3,18.11,Cash
ORD01153,2025-03-31,CUST1031,57.0,Male,Delhi,North,Office Supplies,Pen,3,2499,5,7122.15,908.54,Card
ORD01154,2024-04-12,CUST1509,30.0,Male,Odisha,East,Electronics,Phone,3,7999,20,19197.6,164.81,Cash
ORD01155,2024-09-02,CUST1983,49.0,Male,Gujarat,West,Furniture,Chair,2,999,5,1898.1,148.04,Net Banking
ORD01156,2024-11-24,CUST1933,51.0,Female,Punjab,North,Electronics,Phone,2,7999,0,15998.0,2915.31,UPI
ORD01157,2025-01-21,CUST1084,49.0,Male,Odisha,East,electronics,Phone,4,999,15,,310.73,Net Banking
ORD01158,2024-10-21,CUST1789,61.0,Male,Punjab,North,Office Supplies,Pen,7,999,15,5944.05,1767.17,Card
ORD01159,2025-07-01,CUST1028,21.0,Female,Karnataka,South,Furniture,Sofa,3,14999,10,40497.3,8453.41,Net Banking
ORD01160,2024-07-01,CUST1520,41.0,Male,Tamil Nadu,South,Office Supplies,Notebook,7,14999,20,83994.4,11204.4,UPI
ORD01161,2025-08-07,CUST1655,57.0,Male,Punjab,North,Electronics,Laptop,6,199,5,1134.3,139.91,Card
ORD01162,2024-12-04,CUST1181,42.0,Male,Maharashtra,West,Office Supplies,Notebook,5,199,5,945.25,170.96,Cash
ORD01163,2025-03-08,CUST1696,54.0,Female,Maharashtra,West,Electronics,Laptop,4,7999,10,28796.4,7449.07,UPI
ORD01164,2024-07-13,CUST1836,49.0,Female,Odisha,East,Office Supplies,Notebook,7,2499,15,14869.05,703.76,Card
ORD01165,2024-04-27,CUST1118,28.0,Female,Maharashtra,West,Office Supplies,Pen,3,14999,5,42747.15,-1082.21,Card
ORD01166,2024-10-20,CUST1291,54.0,Female,Tamil Nadu,South,Electronics,Headphones,5,14999,15,63745.75,3167.04,Card
ORD01167,2024-02-06,CUST1480,48.0,Male,Punjab,North,Electronics,Laptop,8,499,5,3792.4,498.24,Card
ORD01168,2025-09-22,CUST1379,46.0,Male,Karnataka,South,Furniture,Chair,2,14999,0,29998.0,1038.33,Net Banking
ORD01169,2024-06-05,CUST1349,34.0,Male,Delhi,North,Electronics,Headphones,6,199,20,955.2,-43.01,Cash
ORD01170,2025-06-01,CUST1065,32.0,Male,Maharashtra,West,Office Supplies,Notebook,7,2499,5,16618.35,4676.2,UPI
ORD01171,2025-07-24,CUST1164,27.0,Female,Odisha,East,Electronics,Phone,2,499,20,798.4,107.78,Card
ORD01172,2024-11-25,CUST1379,20.0,Male,Delhi,North,Furniture,Sofa,1,7999,5,7599.05,1545.86,Card
ORD01173,2024-08-17,CUST1780,58.0,Male,Karnataka,South,Furniture,Chair,1,2499,20,1999.2,-16.24,Card
ORD01174,2024-08-31,CUST1699,49.0,Female,Punjab,North,Office Supplies,Printer Paper,7,999,20,5594.4,477.59,Cash
ORD01175,2024-06-27,CUST1986,42.0,Female,Gujarat,West,Electronics,Phone,6,499,5,2844.3,143.36,UPI
ORD01176,2025-07-08,CUST1872,32.0,Female,West Bengal,East,Furniture,Desk,3,199,15,507.45,47.51,UPI
ORD01177,2025-02-01,CUST1474,41.0,Female,West Bengal,East,Furniture,Desk,7,2499,15,14869.05,1566.64,Cash
ORD01178,2025-08-05,CUST1199,64.0,Female,Maharashtra,West,Office Supplies,Printer Paper,4,499,5,1896.2,378.11,Net Banking
ORD01179,2025-07-09,CUST1667,46.0,Female,Gujarat,West,Office Supplies,Pen,4,2499,5,9496.2,1088.09,Net Banking
ORD01180,2025-03-18,CUST1184,46.0,Male,Delhi,North,Electronics,Phone,3,14999,15,38247.45,10632.51,UPI
ORD01181,2024-07-21,CUST1154,44.0,Female,Maharashtra,West,Furniture,Sofa,3,14999,15,38247.45,5785.85,Net Banking
ORD01182,2024-03-28,CUST1021,18.0,Male,Karnataka,South,Furniture,Desk,1,14999,0,14999.0,3381.33,Cash
ORD01183,2025-01-06,CUST1638,38.0,Female,Punjab,North,Furniture,Chair,3,499,10,1347.3,329.06,Net Banking
ORD01184,2024-06-04,CUST1167,44.0,Male,West Bengal,East,Furniture,Desk,2,7999,5,15198.1,4031.84,Net Banking
ORD01185,2024-04-09,CUST1773,20.0,Male,Tamil Nadu,South,Office Supplies,Pen,4,199,5,756.2,202.82,Net Banking
ORD01186,2025-08-21,CUST1585,29.0,Female,Gujarat,West,Furniture,Chair,1,7999,10,7199.1,1985.73,Card
ORD01187,2024-11-03,CUST1693,43.0,Male,Gujarat,West,Furniture,Chair,6,199,5,1134.3,-3.14,Card
ORD01188,2025-05-21,CUST1016,57.0,Female,Tamil Nadu,South,Furniture,Sofa,2,999,20,1598.4,470.33,UPI
ORD01189,2024-06-19,CUST1053,59.0,Male,Odisha,East,Electronics,Headphones,5,7999,0,39995.0,4853.92,Cash
ORD01190,2024-12-06,CUST1564,20.0,Male,Odisha,East,Furniture,Desk,1,999,15,849.15,153.52,Card
ORD01191,2025-11-19,CUST1276,62.0,Female,Punjab,North,Furniture,Chair,8,2499,15,16993.2,-635.65,Cash
ORD01192,2025-07-19,CUST1197,49.0,Female,Odisha,East,Furniture,Sofa,6,499,10,2694.6,543.48,Cash
ORD01193,2024-05-11,CUST1825,24.0,Male,Punjab,North,Office Supplies,Notebook,6,7999,0,47994.0,-2013.22,Card
ORD01194,2024-01-14,CUST1754,39.0,Male,Tamil Nadu,South,Electronics,Laptop,4,199,0,796.0,-37.11,UPI
ORD01195,2024-03-24,CUST1190,23.0,Male,Gujarat,West,Office Supplies,Notebook,2,199,5,378.1,7.5,Card
ORD01196,2024-07-16,CUST1487,30.0,Female,Maharashtra,West,Electronics,Laptop,2,2499,10,4498.2,759.78,UPI
ORD01197,2024-03-22,CUST1180,30.0,Female,Gujarat,West,Office Supplies,Printer Paper,1,2499,5,2374.05,303.06,UPI
ORD01198,2024-08-21,CUST1166,43.0,Female,Karnataka,South,Office Supplies,Notebook,4,499,10,1796.4,385.69,Net Banking
ORD01199,2025-11-01,CUST1911,61.0,Female,West Bengal,East,Furniture,Desk,6,14999,5,85494.3,11600.96,Cash
ORD01200,2025-03-16,CUST1081,61.0,Female,Karnataka,South,Electronics,Laptop,8,999,0,7992.0,1334.23,Card
ORD01201,2024-11-22,CUST1461,40.0,Female,Punjab,North,Office Supplies,Pen,2,7999,10,14398.2,2944.46,Cash
ORD01202,2025-12-08,CUST1361,44.0,Female,Gujarat,West,Furniture,Desk,4,499,20,1596.8,15.48,Net Banking
ORD01203,2025-01-29,CUST1429,19.0,Male,Odisha,East,Furniture,Desk,8,499,5,3792.4,789.77,Cash
ORD01204,2024-07-07,CUST1222,24.0,Male,Maharashtra,West,Furniture,Desk,1,2499,5,2374.05,6.8,Net Banking
ORD01205,2024-11-06,CUST1849,53.0,Female,Maharashtra,West,Furniture,Desk,4,199,15,676.6,59.05,UPI
ORD01206,2024-06-12,CUST1499,60.0,Male,Tamil Nadu,South,Office Supplies,Printer Paper,8,2499,15,16993.2,4784.7,Cash
ORD01207,2025-06-15,CUST1965,49.0,Male,Delhi,North,Furniture,Sofa,8,7999,10,57592.8,-27.8,Net Banking
ORD01208,2025-03-15,CUST1626,25.0,Male,Maharashtra,West,Furniture,Sofa,3,999,10,2697.3,510.92,Cash
ORD01209,2025-04-02,CUST1378,44.0,Male,Odisha,East,Office Supplies,Notebook,6,7999,15,40794.9,-1138.43,UPI
ORD01210,2024-12-05,CUST1715,30.0,Male,West Bengal,East,Furniture,Sofa,8,999,20,6393.6,442.85,Cash
ORD01211,2024-04-07,CUST1393,27.0,Female,Karnataka,South,Electronics,Phone,8,199,10,,184.6,Card
ORD01212,2024-07-16,CUST1810,35.0,Male,Gujarat,West,Office Supplies,Printer Paper,5,199,15,845.75,73.03,Cash
ORD01213,2025-05-09,CUST1575,27.0,Female,Punjab,North,Electronics,Laptop,1,999,10,899.1,214.61,Cash
ORD01214,2025-09-03,CUST1619,25.0,Female,Gujarat,West,Office Supplies,Printer Paper,4,14999,5,56996.2,16255.54,Card
ORD01215,2024-07-28,CUST1147,36.0,Male,Tamil Nadu,South,Electronics,Phone,7,14999,0,104993.0,5707.62,Card
ORD01216,2025-08-31,CUST1454,38.0,Male,Maharashtra,West,Furniture,Desk,3,2499,15,6372.45,919.82,Cash
ORD01217,2024-11-26,CUST1979,19.0,Male,Gujarat,West,Electronics,Headphones,8,999,5,7592.4,1178.86,Card
ORD01218,2025-10-05,CUST1444,59.0,Female,Odisha,East,Furniture,Chair,6,14999,15,76494.9,10903.93,Net Banking
ORD01219,2024-02-10,CUST1904,50.0,Male,Tamil Nadu,South,Office Supplies,Notebook,5,999,20,3996.0,858.23,UPI
ORD01220,2025-12-31,CUST1240,23.0,Female,Maharashtra,West,Electronics,Laptop,3,199,20,477.6,3.43,Cash
ORD01221,2025-06-21,CUST1426,59.0,Female,West Bengal,East,Furniture,Desk,2,2499,15,4248.3,598.11,UPI
ORD01222,2025-10-22,CUST1699,53.0,Male,Delhi,North,Furniture,Chair,2,999,5,1898.1,64.05,Card
ORD01223,2024-05-20,CUST1512,38.0,Female,Tamil Nadu,South,Electronics,Laptop,4,499,5,1896.2,538.61,Net Banking
ORD01224,2024-02-11,CUST1204,55.0,Male,Maharashtra,West,Office Supplies,Pen,8,199,15,1353.2,192.85,UPI
ORD01225,2024-06-17,CUST1406,31.0,Male,Tamil Nadu,South,Electronics,Phone,2,7999,10,14398.2,1845.88,Card
ORD01226,2024-09-19,CUST1342,30.0,Female,Odisha,East,Office Supplies,Pen,7,499,5,3318.35,709.99,Cash
ORD01227,2025-10-29,CUST1687,50.0,Female,Maharashtra,West,Office Supplies,Pen,8,199,15,1353.2,218.11,UPI
ORD01228,2025-08-06,CUST1753,65.0,Female,Karnataka,South,Electronics,Phone,2,14999,5,28498.1,571.38,UPI
ORD01229,2024-01-25,CUST1317,18.0,Male,Odisha,East,Furniture,Chair,4,7999,10,28796.4,745.31,UPI
ORD01230,2025-02-04,CUST1616,28.0,Female,West Bengal,East,Furniture,Sofa,7,14999,10,94493.7,10418.83,Net Banking
ORD01231,2024-01-12,CUST1969,35.0,Male,West Bengal,East,Electronics,Headphones,2,199,0,398.0,66.37,Cash
ORD01232,2025-10-23,CUST1195,45.0,Female,Gujarat,West,Office Supplies,Printer Paper,3,199,0,597.0,47.05,Card
ORD01233,2024-09-26,CUST1467,31.0,Male,Odisha,East,Office Supplies,Notebook,5,199,0,995.0,55.44,Card
ORD01234,2025-08-16,CUST1711,53.0,Female,Maharashtra,West,Electronics,Laptop,2,14999,5,28498.1,3115.86,Cash
ORD01235,2025-01-21,CUST1030,20.0,Female,Punjab,North,Electronics,Headphones,3,499,0,1497.0,133.44,Net Banking
ORD01236,2024-10-14,CUST1726,36.0,Female,Gujarat,West,Electronics,Laptop,1,14999,0,14999.0,4286.72,UPI
ORD01237,2025-10-27,CUST1045,54.0,Female,West Bengal,East,Office Supplies,Pen,4,499,15,1696.6,396.37,Net Banking
ORD01238,2025-04-28,CUST1557,28.0,Female,Karnataka,South,Furniture,Desk,2,7999,10,14398.2,1579.34,Cash
ORD01239,2025-01-16,CUST1478,40.0,Female,Tamil Nadu,South,Office Supplies,Printer Paper,6,2499,5,14244.3,2180.43,UPI
ORD01240,2024-12-06,CUST1946,40.0,Female,Gujarat,West,Furniture,Desk,2,7999,10,14398.2,3738.79,Net Banking
ORD01241,2024-06-12,CUST1871,54.0,Male,Karnataka,South,Furniture,Sofa,3,7999,10,21597.3,3003.62,UPI
ORD01242,2024-09-17,CUST1956,53.0,Male,Maharashtra,West,Furniture,Chair,1,7999,0,7999.0,1211.15,UPI
ORD01243,2025-02-06,CUST1224,54.0,Female,Odisha,East,Electronics,Phone,6,7999,15,40794.9,5429.49,Net Banking
ORD01244,2025-05-31,CUST1819,24.0,Female,Delhi,North,Office Supplies,Printer Paper,8,499,5,3792.4,761.02,UPI
ORD01245,2024-07-14,CUST1024,19.0,Male,Punjab,North,Electronics,Phone,5,499,20,1996.0,346.08,Cash
ORD01246,2024-05-01,CUST1432,40.0,Female,Delhi,North,Electronics,Headphones,2,199,10,358.2,38.83,Card
ORD01247,2025-05-04,CUST1650,57.0,Male,Odisha,East,Furniture,Desk,4,999,15,3396.6,566.35,Net Banking
ORD01248,2025-01-27,CUST1770,52.0,Male,Punjab,North,Furniture,Desk,1,999,15,849.15,213.49,Net Banking
ORD01249,2025-07-10,CUST1094,23.0,Male,Odisha,East,Electronics,Phone,1,2499,0,2499.0,290.4,Card
ORD01250,2024-11-13,CUST1565,63.0,Female,Gujarat,West,Office Supplies,Pen,4,7999,15,27196.6,-1032.93,UPI
ORD01251,2025-03-31,CUST1070,50.0,Male,Maharashtra,West,Electronics,Headphones,3,7999,0,23997.0,6657.69,Net Banking
ORD01252,2025-06-13,CUST1502,29.0,Female,Odisha,East,Office Supplies,Printer Paper,1,999,20,799.2,-7.05,Cash
ORD01253,2024-03-19,CUST1203,48.0,Female,Karnataka,South,Furniture,Sofa,6,2499,0,14994.0,2854.6,UPI
ORD01254,2024-08-16,CUST1348,61.0,Female,Punjab,North,Office Supplies,Printer Paper,3,2499,0,7497.0,418.31,UPI
ORD01255,2025-03-24,CUST1508,41.0,Female,Maharashtra,West,Electronics,Laptop,3,499,20,1197.6,176.01,Card
ORD01256,2025-03-08,CUST1068,22.0,Male,West Bengal,East,Furniture,Desk,1,999,15,849.15,123.17,Cash
ORD01257,2024-03-29,CUST1584,29.0,Male,Odisha,East,Furniture,Sofa,4,499,0,1996.0,-82.96,Net Banking
ORD01258,2024-02-10,CUST1237,30.0,Male,Odisha,East,Furniture,Chair,3,7999,15,20397.45,-192.81,Cash
ORD01259,2025-11-12,CUST1272,55.0,Male,Tamil Nadu,South,Electronics,Phone,1,7999,0,7999.0,-84.28,Cash
ORD01260,2024-08-07,CUST1101,29.0,Female,Tamil Nadu,South,Electronics,Phone,4,499,15,1696.6,199.17,Card
ORD01261,2024-03-15,CUST1579,28.0,Male,Karnataka,South,Office Supplies,Notebook,2,2499,20,3998.4,1185.34,Net Banking
ORD01262,2025-02-08,CUST1028,30.0,Female,West Bengal,East,Furniture,Desk,1,2499,0,2499.0,636.58,Net Banking
ORD01263,2025-10-23,CUST1892,58.0,Male,Maharashtra,West,Office Supplies,Notebook,8,7999,20,51193.6,13364.62,UPI
ORD01264,2025-12-22,CUST1913,27.0,Male,Odisha,East,Electronics,Phone,1,2499,0,2499.0,366.33,Cash
ORD01265,2024-11-11,CUST1875,48.0,Female,Odisha,East,Furniture,Desk,6,999,20,4795.2,776.12,Net Banking
ORD01266,2025-10-08,CUST1064,34.0,Female,Tamil Nadu,South,Furniture,Chair,8,999,20,6393.6,837.24,Cash
ORD01267,2024-11-09,CUST1196,39.0,Female,West Bengal,East,Furniture,Desk,4,7999,5,30396.2,2187.91,Cash
ORD01268,2025-12-05,CUST1302,30.0,Female,Odisha,East,Office Supplies,Printer Paper,4,7999,5,30396.2,7015.0,Cash
ORD01269,2024-07-29,CUST1612,58.0,Female,Tamil Nadu,South,Office Supplies,Printer Paper,3,199,10,537.3,93.23,UPI
ORD01270,2025-04-15,CUST1550,39.0,Male,Gujarat,West,Electronics,Phone,8,14999,10,107992.8,29845.9,Cash
ORD01271,2024-09-17,CUST1950,49.0,Female,Punjab,North,Electronics,Phone,7,199,0,1393.0,22.46,Cash
ORD01272,2025-05-02,CUST1447,42.0,Female,Maharashtra,West,Furniture,Chair,7,14999,15,89244.05,14131.36,Card
ORD01273,2025-07-15,CUST1548,35.0,Male,Karnataka,South,Electronics,Phone,1,199,0,199.0,9.37,Card
ORD01274,2025-10-01,CUST1736,35.0,Female,Maharashtra,West,Electronics,Headphones,1,199,0,199.0,13.56,Net Banking
ORD01275,2024-06-04,CUST1023,53.0,Female,Karnataka,South,Electronics,Headphones,5,7999,10,35995.5,8792.58,UPI
ORD01276,2025-09-20,CUST1997,35.0,Female,Tamil Nadu,South,Electronics,Headphones,1,499,0,499.0,74.82,Card
ORD01277,2024-06-26,CUST1939,32.0,Female,Delhi,North,Furniture,Chair,4,2499,20,7996.8,63.77,Card
ORD01278,2025-04-01,CUST1218,32.0,Male,Delhi,North,Office Supplies,Pen,7,7999,20,44794.4,11080.18,Card
ORD01279,2024-10-05,CUST1210,61.0,Female,Gujarat,West,Furniture,Chair,7,7999,15,47594.05,-1996.13,Net Banking
ORD01280,2024-05-27,CUST1720,22.0,Female,Odisha,East,Electronics,Phone,7,2499,20,13994.4,306.68,UPI
ORD01281,2024-10-24,CUST1920,32.0,Female,Maharashtra,West,Electronics,Phone,6,2499,10,13494.6,500.22,Net Banking
ORD01282,2024-12-19,CUST1368,42.0,Male,Delhi,North,Office Supplies,Printer Paper,2,2499,0,4998.0,430.35,Net Banking
ORD01283,2025-01-10,CUST1933,34.0,Female,Gujarat,West,Furniture,Chair,7,999,10,6293.7,188.78,UPI
ORD01284,2024-08-22,CUST1092,63.0,Male,Karnataka,South,Office Supplies,Printer Paper,4,199,15,676.6,52.5,Card
ORD01285,2025-03-22,CUST1285,29.0,Male,Punjab,North,Electronics,Headphones,5,2499,5,11870.25,624.42,Net Banking
ORD01286,2025-11-01,CUST1801,65.0,Male,West Bengal,East,Office Supplies,Notebook,4,199,20,636.8,-20.22,Cash
ORD01287,2024-03-09,CUST1791,24.0,Female,Gujarat,West,Electronics,Laptop,1,499,20,399.2,79.59,UPI
ORD01288,2024-09-08,CUST1805,18.0,Female,Punjab,North,Office Supplies,Pen,3,499,20,1197.6,330.84,UPI
ORD01289,2025-04-25,CUST1159,26.0,Male,West Bengal,East,Office Supplies,Printer Paper,1,2499,5,2374.05,20.06,Cash
ORD01290,2024-06-14,CUST1655,56.0,Male,Odisha,East,Electronics,Phone,3,14999,0,44997.0,8985.92,Card
ORD01291,2025-02-08,CUST1563,52.0,Female,Maharashtra,West,Electronics,Phone,8,7999,15,54393.2,10178.81,Net Banking
ORD01292,2024-05-09,CUST1824,20.0,Male,Odisha,East,Furniture,Sofa,7,499,20,2794.4,699.37,Card
ORD01293,2024-01-25,CUST1322,49.0,Male,Odisha,East,Electronics,Headphones,7,2499,15,14869.05,815.29,Card
ORD01294,2024-11-05,CUST1405,33.0,Male,Tamil Nadu,South,Office Supplies,Notebook,8,7999,5,60792.4,10770.89,Card
ORD01295,2024-07-28,CUST1474,26.0,Female,Tamil Nadu,South,Furniture,Desk,7,2499,15,14869.05,1190.25,Card
ORD01296,2025-01-30,CUST1908,59.0,Female,Karnataka,South,Office Supplies,Notebook,5,999,0,4995.0,363.11,Card
ORD01297,2024-12-05,CUST1198,37.0,Male,Odisha,East,Office Supplies,Printer Paper,8,199,15,1353.2,-35.57,Card
ORD01298,2025-10-07,CUST1533,41.0,Male,Delhi,North,Office Supplies,Printer Paper,5,199,0,995.0,127.69,Net Banking
ORD01299,2024-02-22,CUST1820,51.0,Male,Gujarat,West,Office Supplies,Pen,6,7999,10,43194.6,2147.83,Net Banking
ORD01300,2025-03-26,CUST1749,64.0,Female,Gujarat,West,Office Supplies,Notebook,2,499,15,848.3,55.61,UPI
ORD01301,2024-02-15,CUST1310,18.0,Male,Karnataka,South,Electronics,Headphones,7,999,15,5944.05,160.98,UPI
ORD01302,2024-08-03,CUST1000,22.0,Male,Maharashtra,West,Furniture,Chair,7,7999,20,44794.4,1760.5,Card
ORD01303,2025-11-16,CUST1470,39.0,Female,Odisha,East,Electronics,Laptop,8,499,15,3393.2,-33.99,Net Banking
ORD01304,2025-08-26,CUST1532,61.0,Female,Odisha,East,Office Supplies,Printer Paper,6,7999,5,45594.3,8376.27,UPI
ORD01305,2025-02-18,CUST1052,55.0,Female,Karnataka,South,Furniture,Desk,5,999,20,3996.0,220.58,Cash
ORD01306,2024-04-10,CUST1714,52.0,Female,Delhi,North,electronics,Notebook,4,499,15,1696.6,452.67,Net Banking
ORD01307,2025-05-07,CUST1971,60.0,Male,Gujarat,West,Office Supplies,Pen,5,199,5,945.25,6.48,Cash
ORD01308,2024-12-07,CUST1960,41.0,Male,Punjab,North,Furniture,Desk,3,2499,15,6372.45,1863.47,Cash
ORD01309,2024-10-20,CUST1249,57.0,Male,Tamil Nadu,South,Furniture,Desk,4,2499,15,8496.6,2101.27,Cash
ORD01310,2024-01-09,CUST1153,52.0,Female,Tamil Nadu,South,Office Supplies,Pen,2,199,0,398.0,-8.43,Net Banking
ORD01311,2025-01-10,CUST1695,61.0,Female,Delhi,North,Electronics,Laptop,8,499,0,3992.0,-13.1,Card
ORD01312,2024-02-10,CUST1629,18.0,Male,Delhi,North,Furniture,Desk,2,199,20,318.4,-6.74,UPI
ORD01313,2025-09-19,CUST1291,26.0,Male,Gujarat,West,Electronics,Phone,5,7999,20,31996.0,-797.05,Net Banking
